"Carney Chukwuemeka","engENG","MF,FW","Dortmund","deBundesliga","22-041","2003","4.2","159","157","1","0","1","0","0","0","1","0","0","0","136","1","4",
"Samuel Chukwueze","ngNGA","FW","Fulham","engPremier League","26-192","1999","2.1","79","78","1","0","1","0","3","1","0","0","0","0","56","0","3",
"Samuel Chukwueze","ngNGA","FW","Milan","itSerie A","26-192","1999","0.3","16","12","4","2","0","0","3","0","2","2","0","0","12","0","0",
"Víctor Chust","esESP","DF","Elche","esLa Liga","25-270","2000","7.6","459","412","46","18","0","3","2","14","0","0","0","0","403","1","4",
"Alessandro Circati","auAUS","DF","Parma","itSerie A","22-051","2003","9.4","439","423","15","15","0","1","0","0","0","0","0","0","372","1","4",
"Pathé Ciss","snSEN","MF,DF","Rayo Vallecano","esLa Liga","31-259","1994","9.7","586","561","24","16","0","8","0","1","0","0","0","0","526","1","1",
"Djaoui Cissé","frFRA","MF","Rennes","frLigue 1","21-303","2004","6.8","335","304","27","5","0","4","21","5","16","6","5","0","251","4","8",
"Alexis Claude-Maurice","frFRA","MF,FW","Augsburg","deBundesliga","27-177","1998","5.6","198","188","10","2","1","1","6","2","1","1","0","0","166","0","4",
"Jonathan Clauss","frFRA","DF,MF","Nice","frLigue 1","33-066","1992","8.8","526","416","108","15","1","2","72","49","44","14","18","0","394","2","10",
"Nathaniel Clyne","engENG","DF","Crystal Palace","engPremier League","34-239","1991","0.1","3","3","0","0","0","0","0","0","0","0","0","0","3","0","0",
"Saúl Coco","gqEQG","DF","Torino","itSerie A","26-294","1999","11.0","451","424","26","13","0","3","1","1","0","0","0","0","403","1","3",
"Séamus Coleman","ieIRL","DF,FW","Everton","engPremier League","37-050","1988","0.1","5","5","0","0","0","0","1","0","0","0","0","0","4","0","0",
"Maxime Colin","frFRA","DF","Metz","frLigue 1","34-015","1991","6.9","369","310","59","11","0","0","3","48","0","0","0","0","323","0","4",
"Nathan Collins","ieIRL","DF","Brentford","engPremier League","24-214","2001","13.0","596","570","24","12","0","0","0","0","0","0","0","0","488","2","2",
"Nnamdi Collins","deGER","DF","Eint Frankfurt","deBundesliga","21-324","2004","6.1","406","363","41","8","0","0","2","33","0","0","0","0","343","2","8",
"Michele Collocolo","itITA","MF","Cremonese","itSerie A","26-022","1999","3.2","106","104","2","1","0","1","5","1","0","0","0","0","85","0","3",
"Santiago Colombatto","arARG","MF","Oviedo","esLa Liga","28-317","1997","7.9","378","338","39","17","3","5","26","3","18","4","11","0","305","1","5",
"Lorenzo Colombo","itITA","FW,MF","Genoa","itSerie A","23-267","2002","7.9","152","141","10","0","2","1","5","0","0","0","0","0","101","1","3",
"Eray Cömert","chSUI","DF","Valencia","esLa Liga","27-299","1998","0.5","22","19","3","0","0","0","0","3","0","0","0","0","19","0","0",
"Santi Comesaña","esESP","MF","Villarreal","esLa Liga","29-056","1996","8.8","449","442","6","5","7","2","6","0","0","0","0","0","370","1","7",
"Pietro Comuzzo","itITA","DF","Fiorentina","itSerie A","20-283","2005","4.1","175","170","5","3","0","0","0","2","0","0","0","0","153","0","3",
"Francisco Conceição","ptPOR","MF,FW","Juventus","itSerie A","22-351","2002","7.4","296","284","12","1","0","1","32","5","5","3","0","0","241","0","7",
"Sirlord Conteh","deGER","FW,MF","Heidenheim","deBundesliga","29-144","1996","2.6","45","45","0","0","0","0","4","0","0","0","0","0","34","0","0",
"Lewis Cook","engENG","DF,MF","Bournemouth","engPremier League","28-300","1997","2.4","207","181","24","4","0","0","11","15","5","5","0","0","170","2","1",
"Copete","esESP","DF","Valencia","esLa Liga","26-051","1999","8.8","422","402","20","16","0","8","1","0","0","0","0","0","369","0","4",
"Diego Coppola","itITA","DF","Brighton","engPremier League","21-337","2003","0.2","5","5","0","0","0","0","0","0","0","0","0","0","5","0","0",
"Francis Coquelin","frFRA","MF","Nantes","frLigue 1","34-201","1991","1.7","69","67","2","2","0","1","0","0","0","0","0","0","59","0","1",
"Derek Cornelius","caCAN","DF","Marseille","frLigue 1","28-005","1997","0.6","14","14","0","0","0","0","0","0","0","0","0","0","12","0","0",
"Maxwel Cornet","ciCIV","FW,DF","Genoa","itSerie A","29-064","1996","0.8","28","26","2","0","0","0","6","1","1","0","1","0","16","0","1",
"Félix Correia","ptPOR","FW","Lille","frLigue 1","24-312","2001","10.6","465","436","29","7","4","4","50","10","12","5","5","0","346","0","23",
"Thierry Correia","ptPOR","DF","Valencia","esLa Liga","26-266","1999","5.7","295","249","46","5","0","1","9","41","0","0","0","0","240","0","3",
"Edoardo Corvi","itITA","GK","Parma","itSerie A","24-252","2001","2.0","83","65","18","10","0","0","0","0","0","0","0","0","66","0","0",
"Coba da Costa","esESP","MF,FW","Getafe","esLa Liga","23-127","2002","3.1","126","125","0","0","0","0","21","0","0","0","0","0","75","1","4",
"Danny da Costa","deGER","DF","Mainz 05","deBundesliga","32-140","1993","9.7","472","447","18","9","0","5","12","9","0","0","0","0","350","7","1",
"Samu Costa","ptPOR","MF","Mallorca","esLa Liga","25-003","2000","9.6","455","444","10","10","0","3","13","0","0","0","0","0","340","1","12",
"David Costas","esESP","DF","Oviedo","esLa Liga","30-249","1995","7.9","360","339","19","14","0","6","1","2","0","0","0","0","324","2","1",
"Grégoire Coudert","frFRA","GK","Brest","frLigue 1","26-241","1999","3.4","115","89","26","6","0","0","0","0","0","0","0","0","73","0","0",
"Vladimír Coufal","czCZE","DF","Hoffenheim","deBundesliga","33-100","1992","11.9","639","505","132","18","0","1","57","109","5","2","2","0","459","2","17",
"Abdoul Coulibaly","deGER","DF","Werder Bremen","deBundesliga","18-191","2007","10.9","712","653","57","12","0","7","1","0","0","0","0","0","614","2","7",
"Lassana Coulibaly","mlMLI","MF","Lecce","itSerie A","29-234","1996","10.1","261","256","3","1","1","0","4","1","0","0","0","0","202","2","8",
"Lasso Coulibaly","ciCIV","MF,DF","Auxerre","frLigue 1","23-042","2002","2.3","85","70","14","2","1","1","10","8","4","0","4","0","63","1","5",
"Mamadou Coulibaly","frFRA","MF","Monaco","frLigue 1","21-223","2004","6.6","342","334","8","4","2","4","3","2","0","0","0","0","299","0","6",
"Soumaïla Coulibaly","frFRA","DF","Brest","frLigue 1","22-047","2003","6.0","360","348","12","6","0","8","0","0","0","0","0","0","330","0","1",
"Woyo Coulibaly","mlMLI","DF","Sassuolo","itSerie A","26-194","1999","3.3","141","109","31","2","0","0","4","29","0","0","0","0","124","1","3",
"Marius Courcoul","frFRA","MF","Angers","frLigue 1","18-333","2007","1.5","58","58","0","0","0","0","0","0","0","0","0","0","43","0","1",
"Thibaut Courtois","beBEL","GK","Real Madrid","esLa Liga","33-203","1992","13.0","420","336","82","17","0","2","0","0","0","0","0","0","330","2","1",
"Yan Couto","brBRA","DF,MF","Dortmund","deBundesliga","23-180","2002","5.3","312","250","61","5","0","1","22","51","5","4","0","0","250","1","6",
"Patrice Čović","hrCRO","MF,FW","Werder Bremen","deBundesliga","18-158","2007","2.3","127","125","2","1","0","1","3","1","0","0","0","0","97","0","1",
"Nicolas Cozza","frFRA","DF","Nantes","frLigue 1","26-326","1999","7.3","306","226","77","13","0","0","9","64","0","0","0","0","226","3","7",
"Ben Cremaschi","usUSA","MF","Parma","itSerie A","20-273","2005","0.2","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0",
"Charlie Cresswell","engENG","DF","Toulouse","frLigue 1","23-105","2002","14.0","682","634","48","19","0","3","0","0","0","0","0","0","593","0","0",
"Bryan Cristante","itITA","MF","Roma","itSerie A","30-272","1995","11.3","681","666","11","11","1","8","7","0","0","0","0","0","551","4","6",
"Juan Cruz Armada","esESP","DF","Osasuna","esLa Liga","33-125","1992","6.1","222","194","28","7","0","1","5","21","0","0","0","0","188","0","3",
"Juan Cuadrado","coCOL","DF,MF","Pisa","itSerie A","37-188","1988","3.6","150","121","29","9","0","2","18","16","4","3","1","0","113","0","4",
"Pau Cubarsí","esESP","DF","Barcelona","esLa Liga","18-312","2007","9.6","870","835","35","30","1","1","0","3","0","0","0","0","823","0","1",
"Cucho","coCOL","FW","Betis","esLa Liga","26-224","1999","12.4","309","287","22","0","0","6","9","1","0","0","0","0","219","0","11",
"Marc Cucurella","esESP","DF","Chelsea","engPremier League","27-131","1998","11.0","653","577","76","7","1","2","7","69","0","0","0","0","573","0","7",
"Jorge Cuenca","esESP","DF","Fulham","engPremier League","26-013","1999","1.9","85","77","8","2","1","0","0","0","0","0","0","0","74","0","3",
"Josh Cullen","ieIRL","MF","Burnley","engPremier League","29-237","1996","12.4","645","606","35","23","3","1","10","4","5","2","0","1","538","4","3",
"Pablo Cuñat","esESP","GK","Levante","esLa Liga","23-216","2002","2.0","71","39","32","6","0","0","0","0","0","0","0","0","43","0","1",
"Jair Cunha","brBRA","DF","Nott'ham Forest","engPremier League","20-268","2005","1.0","49","45","3","2","0","0","0","1","0","0","0","0","38","1","1",
"Matheus Cunha","brBRA","MF,FW","Manchester Utd","engPremier League","26-187","1999","7.6","221","216","4","2","1","0","11","1","0","0","0","0","181","1","4",
"Patrick Cutrone","itITA","FW","Parma","itSerie A","27-331","1998","8.9","175","174","1","0","0","0","12","1","0","0","0","0","107","0","13",
"Lucas Da Cunha","frFRA","MF","Como","itSerie A","24-174","2001","8.7","551","516","35","24","0","4","25","1","9","0","7","0","485","0","7",
"Adam Daghim","dkDEN","FW","Wolfsburg","deBundesliga","20-063","2005","6.0","174","173","0","0","0","0","9","0","0","0","0","0","104","1","15",
"Finn Dahmen","deGER","GK","Augsburg","deBundesliga","27-248","1998","12.0","533","401","129","47","0","0","0","0","0","0","0","0","353","3","0",
"Mahmoud Dahoud","deGER","MF","Eint Frankfurt","deBundesliga","29-333","1996","1.8","86","84","2","1","0","0","1","0","1","1","0","0","66","0","2",
"Ameen Al-Dakhil","beBEL","DF","Stuttgart","deBundesliga","23-269","2002","1.4","99","98","1","0","0","0","0","1","0","0","0","0","89","0","0",
"Thijs Dallinga","nlNED","FW","Bologna","itSerie A","25-119","2000","4.2","107","104","2","0","0","1","3","0","0","0","0","0","78","1","2",
"Diogo Dalot","ptPOR","DF","Manchester Utd","engPremier League","26-257","1999","7.0","314","245","68","1","2","2","18","67","0","0","0","0","243","1","4",
"Muhammed Damar","deGER","FW,MF","Hoffenheim","deBundesliga","21-235","2004","2.5","131","104","26","5","0","1","28","1","20","12","7","0","91","1","3",
"Mikkel Damsgaard","dkDEN","MF","Brentford","engPremier League","25-150","2000","9.8","410","331","71","13","5","0","69","3","41","20","13","3","268","8","9",
"Arnaut Danjuma","nlNED","FW,MF","Valencia","esLa Liga","28-303","1997","10.7","234","224","9","0","2","4","18","0","3","0","3","0","173","1","7",
"Kévin Danois","frFRA","MF","Auxerre","frLigue 1","21-155","2004","11.8","588","546","38","16","3","7","24","0","19","9","7","0","491","4","8",
"Kevin Danso","atAUT","DF","Tottenham","engPremier League","27-072","1998","4.4","311","283","27","3","0","0","2","24","0","0","0","0","259","1","5",
"Dante","brBRA","DF","Nice","frLigue 1","42-043","1983","1.5","87","75","12","6","0","1","0","0","0","0","0","0","79","0","0",
"Bence Dárdai","huHUN","MF","Wolfsburg","deBundesliga","19-310","2006","0.4","8","8","0","0","0","0","0","0","0","0","0","0","8","0","0",
"Aiman Dardari","luLUX","MF","Augsburg","deBundesliga","20-254","2005","0.2","8","8","0","0","0","0","0","0","0","0","0","0","6","0","0",
"Sergi Darder","esESP","MF,FW","Mallorca","esLa Liga","31-343","1993","11.5","493","418","73","21","1","10","59","5","25","13","10","1","383","2","11",
"Karl Darlow","wlsWAL","GK","Leeds United","engPremier League","35-053","1990","5.0","208","163","44","18","0","0","0","0","0","0","0","0","133","1","0",
"Matteo Darmian","itITA","DF","Inter","itSerie A","35-363","1989","0.2","4","2","2","0","0","0","1","2","0","0","0","0","1","0","0",
"Juan David Cabal","coCOL","DF,MF","Juventus","itSerie A","24-326","2001","0.7","25","24","1","0","0","0","0","1","0","0","0","0","20","0","1",
"Jonathan David","caCAN","FW","Juventus","itSerie A","25-320","2000","5.6","151","148","3","0","0","0","2","0","0","0","0","0","118","0","3",
"Davinchi","esESP","DF","Getafe","esLa Liga","18-045","2007","4.8","214","159","54","0","0","0","12","54","0","0","0","0","140","1","8",
"Keinan Davis","engENG","FW","Udinese","itSerie A","27-290","1998","7.6","123","110","12","1","0","0","1","0","0","0","0","0","94","1","1",
"Kevin De Bruyne","beBEL","MF","Napoli","itSerie A","34-155","1991","6.3","415","375","39","12","8","3","25","4","20","11","1","0","342","1","7",
"Mathys De Carvalho","frFRA","MF","Lyon","frLigue 1","20-213","2005","1.5","101","96","4","4","0","0","0","0","0","0","0","0","96","1","1",
"Maxim De Cuyper","beBEL","DF","Brighton","engPremier League","24-343","2000","5.1","262","222","40","11","0","3","22","19","10","9","0","1","208","0","4",
"Charles De Ketelaere","beBEL","MF,FW","Atalanta","itSerie A","24-265","2001","7.1","321","308","13","2","3","1","24","7","2","0","0","0","250","0","9",
"Jeffrey De Lange","nlNED","GK","Marseille","frLigue 1","27-243","1998","3.0","89","77","12","5","0","0","0","0","0","0","0","0","76","0","0",
"Manuel De Luca","itITA","FW","Cremonese","itSerie A","27-136","1998","0.2","5","5","0","0","0","0","0","0","0","0","0","0","1","0","0",
"Théo De Percin","mqMTQ","GK","Auxerre","frLigue 1","24-301","2001","2.5","86","61","24","12","0","0","0","0","0","0","0","0","47","1","0",
"Lorenzo De Silvestri","itITA","DF","Bologna","itSerie A","37-191","1988","2.2","83","62","21","3","0","0","3","18","0","0","0","0","64","0","3",
"Thibault De Smet","beBEL","DF","Paris FC","frLigue 1","27-178","1998","9.1","537","447","89","15","0","1","19","74","0","0","0","0","456","1","7",
"Koni De Winter","beBEL","DF","Milan","itSerie A","23-171","2002","3.8","226","215","10","1","0","0","2","9","0","0","0","0","191","1","1",
"Alessandro Deiola","itITA","MF,DF","Cagliari","itSerie A","30-121","1995","6.6","273","259","14","6","0","0","1","1","0","0","0","0","224","0","8",
"Romain Del Castillo","frFRA","FW,MF","Brest","frLigue 1","29-246","1996","11.3","485","392","92","29","6","0","94","11","38","16","19","0","311","1","13",
"Enrico Del Prato","itITA","DF","Parma","itSerie A","26-020","1999","13.0","499","428","71","14","0","0","5","57","0","0","0","0","408","0","1",
"Thomas Delaine","frFRA","DF,FW","Le Havre","frLigue 1","33-251","1992","2.2","164","136","28","5","0","0","19","23","0","0","0","0","117","0","3",
"Liam Delap","engENG","FW","Chelsea","engPremier League","22-295","2003","2.5","33","33","0","0","0","0","1","0","0","0","0","0","23","0","0",
"Fisayo Dele-Bashiru","ngNGA","MF","Lazio","itSerie A","24-297","2001","2.6","95","95","0","0","0","0","0","0","0","0","0","0","88","0","0",
"Ali Dembélé","frFRA","DF","Torino","itSerie A","21-329","2004","0.1","7","3","4","0","0","0","0","4","0","0","0","0","3","0","0",
"Ousmane Dembélé","frFRA","FW","Paris S-G","frLigue 1","28-199","1997","3.4","286","265","21","1","2","2","17","1","16","1","2","0","237","0","5",
"Jessy Deminguet","frFRA","MF","Metz","frLigue 1","27-327","1998","8.9","328","317","11","8","0","4","10","2","0","0","0","0","283","0","6",
"Ermedin Demirović","baBIH","FW","Stuttgart","deBundesliga","27-250","1998","5.5","70","70","0","0","1","0","0","0","0","0","0","0","52","0","2",
"Rav van den Berg","nlNED","DF","Köln","deBundesliga","21-146","2004","2.7","121","120","1","1","0","1","0","0","0","0","0","0","111","0","0",
"Sepp van den Berg","nlNED","DF","Brentford","engPremier League","23-345","2001","13.0","532","507","24","4","0","2","0","3","0","0","0","0","475","1","2",
"Leander Dendoncker","beBEL","MF","Oviedo","esLa Liga","30-229","1995","12.4","495","475","17","13","1","3","3","3","0","0","0","0","424","3","7",
"Daniel Denoon","chSUI","DF","Pisa","itSerie A","21-306","2004","1.4","40","31","9","1","0","0","0","8","0","0","0","0","33","0","0",
"Nelson Deossa","coCOL","MF","Betis","esLa Liga","25-297","2000","1.2","64","60","4","4","0","1","2","0","0","0","0","0","58","0","1",
"Rémy Descamps","frFRA","GK","Lyon","frLigue 1","29-158","1996","4.0","125","100","25","12","0","0","0","0","0","0","0","0","91","0","1",
"Bahmed Deuff","mrMTN","MF","Nantes","frLigue 1","19-262","2006","1.4","32","31","1","0","0","1","1","0","0","0","0","0","27","0","0",
"Justin Devenny","nirNIR","MF,FW","Crystal Palace","engPremier League","22-050","2003","1.9","59","55","3","1","1","0","1","0","0","0","0","0","41","1","2",
"Kiernan Dewsbury-Hall","engENG","MF","Everton","engPremier League","27-085","1998","11.8","441","385","55","26","6","2","53","1","22","21","0","0","337","1","5",
"Michele Di Gregorio","itITA","GK","Juventus","itSerie A","28-126","1997","11.0","347","286","59","16","0","0","0","0","0","0","0","0","283","2","1",
"Giovanni Di Lorenzo","itITA","DF","Napoli","itSerie A","32-118","1993","12.0","780","643","137","22","2","0","17","115","0","0","0","0","648","0","20",
"Alessandro Di Pardo","itITA","DF","Cagliari","itSerie A","26-135","1999","0.6","24","16","8","0","0","0","0","8","0","0","0","0","18","0","2",
"Boulaye Dia","snSEN","FW,MF","Lazio","itSerie A","29-014","1996","8.9","198","184","14","0","0","3","0","0","0","0","0","0","161","0","10",
"Bambo Diaby","snSEN","DF","Elche","esLa Liga","27-348","1997","0.5","30","25","5","4","0","0","0","1","0","0","0","0","29","0","0",
"Mouctar Diakhaby","gnGUI","DF","Valencia","esLa Liga","28-346","1996","5.0","248","236","10","9","0","0","0","1","0","0","0","0","213","2","0",
"Bafodé Diakité","frFRA","DF","Bournemouth","engPremier League","24-328","2001","9.5","521","504","17","17","0","2","0","0","0","0","0","0","468","0","3",
"Amad Diallo","ciCIV","DF,MF","Manchester Utd","engPremier League","23-142","2002","9.4","409","369","39","2","3","2","14","36","0","0","0","0","352","1","10",
"Habib Diallo","snSEN","FW","Metz","frLigue 1","30-165","1995","8.7","112","100","12","0","0","0","3","2","0","0","0","0","73","0","5",
"Grady Diangana","cdCOD","MF","Elche","esLa Liga","27-225","1998","2.8","94","88","6","2","0","0","5","1","3","0","0","0","79","0","4",
"Assane Diao","snSEN","FW","Como","itSerie A","20-084","2005","2.6","90","86","4","2","2","0","5","2","0","0","0","0","65","0","4",
"Soriba Diaoune","frFRA","FW","Lille","frLigue 1","18-108","2007","0.0","4","3","1","0","0","0","0","0","0","0","0","0","4","0","0",
"Habib Diarra","snSEN","MF","Sunderland","engPremier League","21-331","2004","3.8","121","121","0","0","0","0","8","0","0","0","0","0","93","0","6",
"Moussa Diarra","mlMLI","DF","Alavés","esLa Liga","25-020","2000","2.4","93","64","29","1","0","1","1","28","0","0","0","0","61","0","4",
"Rúben Dias","ptPOR","DF","Manchester City","engPremier League","28-200","1997","12.1","827","799","28","18","1","4","3","1","0","0","0","0","772","0","4",
"Krépin Diatta","snSEN","DF,FW","Monaco","frLigue 1","26-278","1999","7.2","371","306","62","2","0","1","27","60","0","0","0","0","285","3","8",
"Mory Diaw","snSEN","GK","Le Havre","frLigue 1","32-161","1993","13.0","514","372","138","46","0","2","0","0","0","0","0","0","386","4","0",
"Brahim Díaz","maMAR","FW,MF","Real Madrid","esLa Liga","26-119","1999","3.3","128","122","6","2","2","0","5","3","1","0","0","0","114","0","4",
"Junior Diaz","ciCIV","DF","Brest","frLigue 1","22-130","2003","6.2","220","214","5","4","0","5","0","1","0","0","0","0","185","1","5",
"Luis Díaz","coCOL","FW","Bayern Munich","deBundesliga","28-321","1997","10.9","515","483","29","0","4","4","24","15","1","0","0","0","421","3","13",
"Pedro Díaz","esESP","MF,FW","Rayo Vallecano","esLa Liga","27-178","1998","8.6","330","323","6","0","1","1","16","1","4","2","1","0","273","1","13",
"Tyler Dibling","engENG","FW","Everton","engPremier League","19-263","2006","0.8","25","25","0","0","0","0","1","0","0","0","0","0","22","0","1",
"Nouha Dicko","mlMLI","FW","Paris FC","frLigue 1","33-200","1992","0.6","12","11","1","0","1","0","2","0","0","0","0","0","7","0","1",
"Bamba Dieng","snSEN","MF,FW","Lorient","frLigue 1","25-252","2000","0.3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Eric Dier","engENG","DF","Monaco","frLigue 1","31-319","1994","6.0","489","474","14","11","0","2","2","1","0","0","0","0","451","1","1",
"Lucas Digne","frFRA","DF","Aston Villa","engPremier League","32-133","1993","9.6","442","338","104","10","1","1","44","76","18","13","1","0","320","0","21",
"Kevin Diks","idIDN","DF","Gladbach","deBundesliga","29-055","1996","10.8","625","573","51","19","1","5","3","12","0","0","0","0","567","1","3",
"Federico Dimarco","itITA","DF","Inter","itSerie A","28-020","1997","9.6","526","450","71","6","0","9","100","32","33","8","22","0","386","5","15",
"Junior Dina Ebimbe","frFRA","FW,MF","Brest","frLigue 1","25-009","2000","3.7","64","63","0","0","0","0","2","0","0","0","0","0","41","1","3",
"Eren Dinkçi","deGER","MF,FW","Freiburg","deBundesliga","23-352","2001","2.8","96","93","2","1","0","1","10","1","0","0","0","0","63","1","6",
"Sinaly Diomande","ciCIV","DF","Auxerre","frLigue 1","24-235","2001","3.7","155","147","7","3","0","0","0","2","0","0","0","0","142","1","0",
"Yan Diomandé","ciCIV","FW","RB Leipzig","deBundesliga","19-016","2006","7.9","310","307","2","0","4","3","8","2","0","0","0","0","248","1","14",
"Issa Diop","frFRA","DF","Fulham","engPremier League","28-325","1997","2.5","110","106","4","4","0","0","1","0","0","0","0","0","90","0","4",
"Sérigné Diop","snSEN","FW","Brest","frLigue 1","20-202","2005","0.1","3","2","1","0","0","0","1","0","1","0","1","0","2","0","1",
"Sofiane Diop","maMAR","MF,FW","Nice","frLigue 1","25-174","2000","8.7","319","297","21","3","8","4","9","3","4","3","0","0","246","1","10",
"Andy Diouf","frFRA","MF","Inter","itSerie A","22-197","2003","0.4","26","26","0","0","0","0","2","0","0","0","0","0","21","0","2",
"Andy Diouf","frFRA","MF","Lens","frLigue 1","22-197","2003","1.0","40","37","3","2","0","0","0","0","1","0","0","0","33","0","1",
"El Hadji Malick Diouf","snSEN","DF,MF","West Ham","engPremier League","20-337","2004","11.5","499","400","97","4","3","2","45","86","7","6","1","0","361","2","13",
"Yehvann Diouf","snSEN","GK","Nice","frLigue 1","26-014","1999","13.0","421","337","82","32","0","2","0","1","0","0","0","0","327","2","0",
"Assane Dioussé","snSEN","MF","Auxerre","frLigue 1","28-071","1997","1.7","103","95","8","7","0","2","4","1","0","0","0","0","91","0","1",
"Matías Dituro","arARG","GK","Elche","esLa Liga","38-206","1987","6.0","369","319","50","22","0","2","0","0","0","0","0","0","291","0","1",
"Djené","tgTOG","DF","Getafe","esLa Liga","33-334","1991","10.6","292","283","9","8","0","0","0","0","0","0","0","0","227","0","2",
"Harouna Djibrin","cmCMR","FW","Angers","frLigue 1","19-025","2006","0.9","20","20","0","0","0","0","2","0","0","0","0","0","15","0","3",
"Berat Djimsiti","alALB","DF","Atalanta","itSerie A","32-284","1993","9.7","615","578","36","14","0","0","2","16","0","0","0","0","542","1","7",
"Marko Dmitrović","rsSRB","GK","Espanyol","esLa Liga","33-310","1992","13.0","385","274","110","40","0","2","0","0","0","0","0","0","237","1","1",
"Ritsu Doan","jpJPN","FW,MF","Eint Frankfurt","deBundesliga","27-167","1998","9.9","389","354","35","8","3","0","40","5","22","15","2","0","292","0","13",
"Dodô","brBRA","DF","Fiorentina","itSerie A","27-013","1998","11.4","465","385","79","8","0","4","47","71","0","0","0","0","331","1","11",
"Danilho Doekhi","nlNED","DF","Union Berlin","deBundesliga","27-153","1998","12.0","384","377","6","6","0","3","2","0","0","0","0","0","289","1","3",
"Matt Doherty","ieIRL","DF","Wolves","engPremier League","33-318","1992","3.2","149","133","14","3","0","2","4","11","0","0","0","0","120","2","1",
"Josh Doig","sctSCO","DF","Sassuolo","itSerie A","23-196","2002","9.5","414","327","86","8","1","1","16","77","1","0","0","0","326","1","5",
"Jeremy Doku","beBEL","MF,FW","Manchester City","engPremier League","23-187","2002","8.7","325","324","1","0","9","0","29","1","0","0","0","0","258","0","11",
"Tyrhys Dolan","engENG","MF,FW","Espanyol","esLa Liga","23-337","2001","9.9","273","260","11","4","1","0","52","0","7","0","6","0","189","2","7",
"Marc Domenech","esESP","FW,MF","Mallorca","esLa Liga","19-333","2006","2.4","41","39","0","0","0","0","7","0","0","0","0","0","20","2","5",
"Benjamín Domínguez","arARG","FW","Bologna","itSerie A","22-072","2003","2.2","49","49","0","0","0","1","1","0","0","0","0","0","38","0","2",
"Carlos Dominguez","esESP","DF","Celta Vigo","esLa Liga","24-292","2001","4.8","320","314","6","6","0","1","0","0","0","0","0","0","292","0","1",
"Nicolás Domínguez","arARG","FW,MF","Nott'ham Forest","engPremier League","27-155","1998","1.9","84","77","7","2","0","0","5","0","4","0","3","0","73","0","1",
"Jean-Luc Dompé","frFRA","FW,MF","Hamburger SV","deBundesliga","30-110","1995","8.1","242","222","20","1","4","1","56","7","12","11","0","0","162","0","9",
"John Donald","esESP","MF,DF","Elche","esLa Liga","25-092","2000","2.0","119","110","9","2","0","1","0","7","0","0","0","0","105","0","3",
"Gianluigi Donnarumma","itITA","GK","Manchester City","engPremier League","26-278","1999","10.0","276","227","49","24","0","0","0","0","0","0","0","0","213","0","2",
"Patrick Dorgu","dkDEN","DF","Manchester Utd","engPremier League","21-035","2004","7.6","313","256","57","0","1","2","25","57","0","0","0","0","218","0","11",
"Niklas Dorsch","deGER","MF","Heidenheim","deBundesliga","27-319","1998","7.9","322","293","27","21","0","7","3","1","4","0","0","1","282","2","3",
"Lohann Doucet","frFRA","MF","Paris FC","frLigue 1","23-077","2002","1.3","57","56","0","0","0","1","0","0","0","0","0","0","51","1","0",
"Fodé Doucouré","mlMLI","MF,FW","Le Havre","frLigue 1","24-300","2001","6.2","262","240","19","1","0","0","42","15","3","3","0","0","189","3","6",
"Désiré Doué","frFRA","FW,MF","Paris S-G","frLigue 1","20-180","2005","3.5","217","199","17","0","0","4","12","6","5","1","1","0","179","1","2",
"Guela Doué","ciCIV","DF","Strasbourg","frLigue 1","23-044","2002","8.2","472","419","52","9","3","0","13","43","0","0","0","0","395","1","6",
"Ismaël Doukouré","frFRA","DF,MF","Strasbourg","frLigue 1","22-129","2003","7.2","438","405","30","13","2","2","1","8","0","0","0","0","387","3","7",
"Kamory Doumbia","mlMLI","MF","Brest","frLigue 1","22-285","2003","7.7","262","234","28","2","3","0","15","3","14","7","5","0","209","0","3",
"Anastasios Douvikas","grGRE","FW","Como","itSerie A","26-120","1999","6.3","108","101","7","0","1","1","0","0","0","0","0","0","83","0","4",
"Artem Dovbyk","uaUKR","FW","Roma","itSerie A","28-162","1997","3.6","68","67","1","0","1","0","0","0","0","0","0","0","48","0","4",
"Max Dowman","engENG","FW","Arsenal","engPremier League","15-334","2009","0.3","4","4","0","0","0","0","0","0","0","0","0","0","4","0","0",
"Domingos Duarte","ptPOR","DF","Getafe","esLa Liga","30-265","1995","11.5","312","291","20","16","0","2","0","4","0","0","0","0","237","1","2",
"Martin Dúbravka","skSVK","GK","Burnley","engPremier League","36-319","1989","13.0","488","298","189","47","0","0","0","0","0","0","0","0","267","1","0",
"Denzel Dumfries","nlNED","DF","Inter","itSerie A","29-226","1996","8.0","282","236","46","2","0","1","22","44","0","0","0","0","208","0","10",
"Lewis Dunk","engENG","DF","Brighton","engPremier League","34-009","1991","11.5","888","794","93","36","0","3","1","1","0","0","0","0","816","1","5",
"Pablo Durán","esESP","FW,MF","Celta Vigo","esLa Liga","24-189","2001","6.5","145","140","4","0","1","2","4","0","0","0","0","0","93","1","7",
"Hugo Duro","esESP","FW","Valencia","esLa Liga","26-020","1999","7.2","149","134","14","0","1","0","0","0","0","0","0","0","107","1","2",
"Paulo Dybala","arARG","FW,MF","Roma","itSerie A","32-015","1993","5.0","234","188","43","11","3","2","40","0","26","9","15","0","173","3","9",
